22-caliber,22calibre-22caliber-22calibre
reticuloendothelial-system,res
reticulum,secondstomach
retinal-detachment,detachmentoftheretina-detachedretina
retinene,retinal
retire,strikeout
retire,withdraw
retire,withdraw
retiree,retiredperson
retirement,retreat
retirement-community,retirementcomplex
retiring,unassuming
retool,revise
retort,rejoin-repay-riposte-comeback-return
retract,pullback-drawback
retraction,recantation-abjuration
retral,retrograde
retread,recap
retread,remould-remold
retreat,backaway-crawfishout-withdraw-pullinoneshorns-backout-crawfish-pullback
retrenchment,downsizing-curtailment
retribution,requital
retributive,vindicatory-retributory
retroflection,retroflexion
retroflection,retroflexion
retroflex,retroflexed
retroflex,replicate
retrograde,retrogressive
retrograde,rehash-hashover
retrograde,retreat
retromandibular-vein,posteriorfacialvein-venaretromandibularis
retrousse,tiptilted-upturned
retroversion,retroflection-retroflexion
return,homecoming
return,bringback-takeback
return,payingback-gettingeven
return,comingback
return,payoff-issue-proceeds-take-takings-yield
return-key,return
return-on-invested-capital,returnoninvestment-roi
returninga,reversive-returning
returning,reverting
reunify,reunite
reunion,reunification
rev-up,rev
rev-up,stepup
revealing,telltale-telling
reveille,wakeupsignal
revel,revelry
revel,racket-jollify-makemerry-makewhoopie-whoopitup-wassail-makehappy
revelation,divinerevelation
reveler,merrymaker-reveller
revenge,avenge-retaliate
revengeful,vengeful-vindictive
revengefully,vindictively-vengefully
revenue-stamp,stamp
reverence,fear-venerate-revere
reverend,sublime
reverentially,reverently
reverie,revery
reverie,revery-daydreaming-aircastle-castleinspain-oneirism-daydream-castleintheair
revers,revere
reversal,changeofmind-flipflop-turnabout-turnaround
reversal,turnaround
reverse,reversegear
reverse,verso
reverse,blow-setback-reversal-blackeye
reverse,contrary-opposite
reverse-split,reversestocksplit-splitdown
reversible,twosided
reversion,turnabout-turnaround-reverse-reversal
reversionary-annuity,survivorshipannuity
revert,retrovert-regress-return-turnback
revetment,stonefacing-revetement
review,brushup
review,critique
review,criticalreview-reviewarticle-critique
review,limitedreview
review,reexamine
review,retrospect-lookback
review,goover-survey
review,refresh-brushup
reviewer,reader-referee
revision,alteration
revision,rescript-revisal-revise
revitalize,revitalise
revitalized,revitalised-reborn
revival,resurgence-revitalisation-revitalization-revivification
revival,revivalmeeting
revive,resurrect
revocable,revokable
revocation,annulment
revoke,renege
revoke,repeal-countermand-reverse-annul-lift-overturn-rescind-vacate
revolutionary,radical
revolutionist,revolutionary-subversive-subverter
revolutionize,revolutionise-overturn
revolutionize,revolutionise-inspire
revolutions-per-minute,rev-rpm
revolve,goaround-rotate
revolve-around,circleround-circlearound
revolver,sixshooter-sixgun
revolving-door,revolver
revue,review
rewarewa,newzealandhoneysuckle
reward,reinforcement
reward,payback-repay
rewording,recasting-rephrasing
rework,makeover-retread
rewrite,rescript-revision
rewriting,revising
rex-begonia,kingbegonia-beefsteakgeranium-paintedleafbegonia-begoniarex
rhabdomyosarcoma,rhabdosarcoma
rhapsodize,rhapsodise
rhapsodize,rhapsodise
rhea,rheaamericana
rhea,pterocnemiapennata-nandu
rhenium,re-atomicnumber75
rheologic,rheological
rheostat,variableresistor
rhesus,rhesusmonkey-macacamulatta
rhesus-factor,rh-rhfactor
rheumatoid-arthritis,atrophicarthritis-rheumatism
rhinal,nasal
rhinencephalon,olfactorybrain
rhinitis,coryza
rhinoceros,rhino
rhinolaryngology,otorhinolaryngology-otolaryngology
rhinophyma,hypertrophicrosacea-topersnose-potatonose-hammernose-rumblossom-brandynose-coppernose-rumnose
rhizome,rootstock-rootstalk
rhizopod,rhizopodan
rhodium,rh-atomicnumber45
rhombohedral,trigonal
rhomboid,rhomboidal
rhomboid,rhomboidmuscle
rhomboid-minor-muscle,musculusrhomboideusminor-lesserrhomboidmuscle
rhomboideus-major-muscle,greaterrhomboidmuscle-musculusrhomboideusmajor
rhombus,diamond-rhomb
rhubarb,rhubarbplant
rhumb-line,loxodrome-rhumb
rhumba,rumba
rhyme,rime
rhyme,rime
rhyme,rime
rhymed,rhyming-riming
rhymer,versifier-poetiser-poetizer-rhymester
rhythm,regularrecurrence
rhythm,speechrhythm
rhythm,musicalrhythm-beat
rhythm-and-blues,randb
rhythm-method-of-birth-control,rhythmmethod-calendarmethod-calendarmethodofbirthcontrol-rhythm
rhythmical,rhythmic
rib,costa
rib-roast,standingribroast
riband,ribband
ribavirin,virazole
ribbon,typewriterribbon
ribbon,thread
ribbon-fern,ophioglossumpendulum
ribbon-fern,pterisserrulata-spiderfern
ribbon-snake,thamnophissauritus
ribbon-tree,plagianthusregius-plagianthusbetulinus-ribbonwood
ribbon-worm,proboscisworm-nemertine-nemertean
ribbonlike,ribbony
ribonuclease,rnase-ribonucleinase
ribonucleic-acid,rna
rice-rat,oryzomyspalustris
rice-weevil,sitophylusoryzae-blackweevil
rich-people,rich
rich-person,have-wealthyperson
richness,prolificacy-fertility-rankness
richweed,clearweed-deadnettle-pileapumilla
ricin,ricintoxin
rickets,rachitis
rickettsial-disease,rickettsiosis
rickety,shaky-wobbly-wonky
rickety,rachitic
rickrack,ricrac
ricochet,carom
rid,free-disembarrass
riddle,brainteaser-conundrum-enigma
riddle,screen
ride,mount
ride,sit
ride-off,rideaway
ride-roughshod,runroughshod
ride-the-bench,warmthebench
ridge,ridgepole-rooftree
ridge,ridgeline
ridged,keeled-carinated-carinate
ridgeling,ridgling-ridgel-ridgil
ridicule,blackguard-pokefun-roast-rib-guy-laughat-jestat-makefun
riding,horsebackriding
riding,horsebackriding-equitation
riding-crop,huntingcrop
rifampin,rimactane-rifadin
rifle,go
rifle-range,rifleshot
riflebird,ptlorisparadisea
rifleman-bird,acanthisittachloris
rig,rigging
rig,setup-set
rig,manipulate
rig,setup
rigger,riggerbrush
rigger,oilrigger
rigging,tackle
righta,right
righta,righthand-right
righthanda,righthand
righthand-man,chiefassistant-manfriday
righthanded-pitcher,righthander
righthandedness,dextrality
righthander,righthander-righthander
rightsideoutp,rightsideout
rightsideupp,rightsideup
right,flop
right,rightfulness
right,righthand
right,rightwing
right,compensate-correct-redress
right,righton
right,correct
right-ascension,ra-celestiallongitude
right-atrium,rightatriumoftheheart-atriumdextrum
right-field,rightfield
right-field,right-rightfield
right-gastric-artery,ateriagastricadextra
right-hemisphere,rightbrain
right-to-vote,vote-suffrage
right-triangle,rightangledtriangle
righteye-flounder,righteyedflounder
rightfula,rightful
rightfully,truly
rightist,rightwing
rightist,rightwinger
rightly,justifiedly-justly
rights-offering,rightsissue
rigid,stiff
rigid,strict
rigidify,ossify-petrify
rigidity,rigidness
rigidly,stiffly-bolt
rigmarole,rigamarole
rigmarole,rigamarole
rigorous,stringent-tight
rigorous,strict
rigorously,strictly
rijsttaffel,rijstaffel-rijstafel
rima-glottidis,trueglottis-glottisvera-rimavocalis
rima-vestibuli,rimarespiratoria-glottisspuria-falseglottis
rimu,redpine-dacrydiumcupressinum-imoupine
rinderpest,cattleplague
ringaroundtherosy,ringarosy-ringaroundarosy
ringnecked-parakeet,psittaculakrameri
ringnecked-pheasant,phasianuscolchicus
ring,band
ring,tintinnabulation-ringing
ring,doughnut-annulus-halo-anchorring
ring,band
ring,peal
ring,knell
ring-finger,annualry
ring-ouzel,turdustorquatus-ringthrush-ringblackbird
ring-rot,ringdisease-tobaccowilt
ring-rot-bacteria,pseudomonassolanacearum
ringdove,streptopeliarisoria
ringer,deadringer-clone
ringhals,hemachatushaemachatus-spittingsnake-rinkhals
ringlet,ringletbutterfly
ringneck-snake,ringsnake-ringneckedsnake
ringside,ringsideseat
ringworm-bush,ringwormcassia-cassiaalata-sennaalata-ringwormshrub
rink,skatingrink
rinse,rinsing
rinse,rinseoff
riot,publicviolence
riot-control,riotcontroloperation
rioting,riot
rip,countercurrent-crosscurrent-tiderip-riptide
rip,split-rent-tear-snag
ripep,ripe
ripe,mature
ripen,mature
ripening,ageing-aging
ripple,wavelet-riffle-rippling
ripple,undulate-cockle-ruffle-riffle
ripple,burble-babble-guggle-bubble-gurgle
rippled,ruffled
ripsaw,splitsaw
riptide,ripcurrent
rise,ascending-ascent-ascension
rise,comeup-ascend-uprise
rise,prove
rise,rear-lift
rise,costincrease-hike-boost
rise,ascension-ascent-rising
rise,goup-climb
rise,jump-climbup
rise,goup-lift-uprise-moveup-arise-comeup
riser,riserpipe-riserpipeline-risermain
riskfree,riskless-unhazardous
risk,peril-danger
risk,riskofexposure
risk,riskofinfection
risk,layontheline-putontheline
risk-arbitrage,takeoverarbitrage
riskiness,peril
risotto,italianrice
rite,religiousrite
ritonavir,norvir
ritual,rite
ritual-dancing,ritualdance-ceremonialdance
ritualize,ritualise
rival,challenger-competitor-contender-competition
river-basin,watershed-drainagebasin-catchmentarea-basin-catchmentbasin-drainagearea
river-limpet,freshwaterlimpet-ancylusfluviatilis
river-otter,lutracanadensis
river-red-gum,eucalyptusrostrata-rivergum-eucalyptuscamaldulensis
river-shad,alosachrysocloris
riverbank,riverside
riverbed,riverbottom
riveter,rivetter
riveting-machine,riveter-rivetter
rivulet,streamlet-runnel-rill-run
riyalomani,omanirial-rial
roach,rutilusrutilus
roach-clip,roachholder
road,route
road-hog,roadhog
road-map,guideline
road-to-damascus,roadtodamascus
roadblock,barricade
roadman,roadmender
roadrunner,chaparralcock-geococcyxcalifornianus
roads,roadstead
roadster,runabout-twoseater
roar,howl
roar,howl
roarer,yeller-screecher-bellower-bawler-screamer-shouter
roast,roasted
roast,joint
robber-fly,beekiller
robins-plantain,erigeronpulchellus
robin,americanrobin-turdusmigratorius
robin,robinredbreast-redbreast-oldworldrobin-erithacusrubecola
roble,platymisciumtrinitatis
roble-beech,nothofagusobliqua
robusta-coffee,coffeacanephora-rionunezcoffee-coffearobusta
robustness,hardiness-lustiness
roccella,roccellatinctoria
rockribbed,rockbound
rock-n-roll,rockandroll-rocknroll-rockandroll-rock-rockmusic
rock,careen-tilt-sway
rock,stone
rock,stone
rock,shake-sway
rock,sway
rock-bass,ambloplitesrupestris-rocksunfish
rock-beauty,holocanthustricolor
rock-bit,rollerbit
rock-candy,rock
rock-climber,cragsman
rock-crab,cancerirroratus
rock-cress,rockcress
rock-crystal,transparentquartz
rock-dove,columbalivia-rockpigeon
rock-elm,ulmusthomasii
rock-garden,rockery
rock-geranium,heucheraamericana
rock-group,rockband
rock-gunnel,pholisgunnellus-butterfish
rock-hind,epinephelusadscensionis
rock-hopper,crestedpenguin
rock-hyrax,rockrabbit-procaviacapensis
rock-penstemon,cliffpenstemon-penstemonrupicola
rock-pink,talinumcalycinum
rock-polypody,americanwallfern-polypodiumvirgianum-rockbrake
rock-python,rocksnake-pythonsebae
rock-rattlesnake,crotaluslepidus
rock-sandwort,arenariastricta
rock-sea-bass,rockbass-centropristisphiladelphica
rock-spikemoss,dwarflycopod-selaginellarupestris
rock-squirrel,citellusvariegatus
rock-wallaby,rockkangaroo
rock-wren,salpinctesobsoletus
rock-wren,xenicusgilviventris
rocker,cradle
rocker,rocknrollmusician
rocker-arm,valverocker
rockers,bikers
rocket,rocketengine
rocket,projectile
rocket,skyrocket
rocket,erucasativa-arugula-roquette-gardenrocket-erucavesicariasativa-rocketsalad
rocket,skyrocket
rocket-engineer,rocketscientist
rocket-firing,rocketlaunching
rocket-fuel,rocketpropellant-rocketpropellent
rocket-larkspur,delphiniumajacis-consolidaambigua
rocking-chair,rocker
rocky,rough
rocky,stony-bouldered-bouldery
rodshaped,rodlike
rod,rodcell-retinalrod
rodent,gnawer
roe,hardroe
roe-deer,capreoluscapreolus
roentgen,r
roentgenium,rg-atomicnumber111-element111
roentgenogram,xray-xraypicture-xray-xrayphotograph
roentgenography,xrayphotography
rofecoxib,vioxx
rogue,rapscallion-scalawag-knave-varlet-scallywag-rascal
rogue-state,renegadestate-roguenation
roil,rile
roll,bowl
roll,turnover
roll,revolve
roll,roam-tramp-cast-ramble-stray-drift-rove-swan-vagabond-range-wander
roll,undulate-flap-wave
roll,undulate
roll,roster
roll,rollup
roll-of-tobacco,smoke
roll-out,roll
roll-out,straighten
roll-up,wrapup
roll-up,furl
roll-up,pileup-amass-hoard-compile-accumulate-collect
rollback,pushback
rolled,rolling-trilled
rolled-into-onep,rolledintoone
roller,tumbler-tumblerpigeon
roller,roll-rollingwave
roller-coaster,chutethechute-bigdipper
rollickingly,boisterously
rolypoly,rolypolypudding
roman,romanletters-romantype-romanprint
romantic,romanticist-romanticistic
romanticism,romance
romanticist,romantic
romanticize,romanticise
romanticize,glamorize-glamourise-romanticise
romper,rompersuit
rondeau,rondel
rondo,rondeau
roofing-paper,tarpaper
rooibos,aspalathuscedcarbergensis-aspalathuslinearis
rook,corvusfrugilegus
room,elbowroom-way
roomily,spaciously
roommate,roomie-roomy
roomy,spacious
root,radical-stem-rootword-base-theme
root-cellar,cellar
rootage,rootsystem
rootless,vagabond
rope,leash
rope-in,ropeoff-cordonoff
ropemaker,roper-ropemaker
ropewalk,ropeyard
ropewalker,ropedancer
ropey,ropy
ropy,stringy-ropey-thready
ropy,ropey
rorqual,razorback
rosary,prayerbeads
rosecolored,rosycolored
rosecolored,rosy
rosecolored-starling,pastorroseus-pastorsturnus-rosecoloredpastor
